id,title,original_title,release_date,popularity,vote_average,vote_count,overview,poster_path,backdrop_path,original_language,genre_ids
464052,Wonder Woman 1984,Wonder Woman 1984,2020-12-16,26.563,6.412,8603,A botched store robbery places Wonder Woman in a global battle against a powerful and mysterious ancient force that puts her powers in jeopardy.,https://image.tmdb.org/t/p/w500/8UlWHLMpgZm9bx6QYh0NFoq67TZ.jpg,https://image.tmdb.org/t/p/w500/XSTGtPVegdHD1xy5GPuK0tURTQ.jpg,en,"28, 12, 14"
1212855,Fight or Flight,Fight or Flight,2025-04-03,28.9131,5.7,69,A mercenary takes on the job of tracking down a target on a plane but must protect her when they're surrounded by people trying to kill both of them.,https://image.tmdb.org/t/p/w500/x4nWnfgJvL045rcUCSJzfgIIY9i.jpg,https://image.tmdb.org/t/p/w500/3ExQ28MVRaBbJFI2br5NjLyXVO1.jpg,en,"28, 35, 53"
259872,Skin. Like. Sun.,Des jours plus belles que la nuit,2009-10-10,30.1147,5.72,91,"Real-life young couple Wim and Floor spend an afternoon in the sunwashed rooms of a crumbling home in Belgium. In a unique twist, this artistic erotic documentary is edited in nearly real-time. In the slowness, we get the build, the sweetness, and the sexiness. Forget about fingersnapping fast editing. Slow is where it’s at.",https://image.tmdb.org/t/p/w500/uCkANtG6ezb7hjRKVudY3PUcbvn.jpg,https://image.tmdb.org/t/p/w500/dzY2ZYyPRbXcw8UOupHK3V5VQYk.jpg,fr,10749
14836,Coraline,Coraline,2009-02-05,28.8246,7.892,8363,"Wandering her rambling old house in her boring new town, 11-year-old Coraline discovers a hidden door to a strangely idealized version of her life. In order to stay in the fantasy, she must make a frighteningly real sacrifice.",https://image.tmdb.org/t/p/w500/4jeFXQYytChdZYE9JYO7Un87IlW.jpg,https://image.tmdb.org/t/p/w500/91BAmpop4AJ5Pf7E0zuQiHdSV4Q.jpg,en,"16, 10751, 14"
808,Shrek,Shrek,2001-05-18,27.6212,7.751,17653,"It ain't easy bein' green -- especially if you're a likable (albeit smelly) ogre named Shrek. On a mission to retrieve a gorgeous princess from the clutches of a fire-breathing dragon, Shrek teams up with an unlikely compatriot -- a wisecracking donkey.",https://image.tmdb.org/t/p/w500/iB64vpL3dIObOtMZgX3RqdVdQDc.jpg,https://image.tmdb.org/t/p/w500/sRvXNDItGlWCqtO3j6wks52FmbD.jpg,en,"16, 35, 14, 12, 10751"
1056108,Summer Holiday,Aam Kathaler Chhuti,2023-08-18,31.3658,7.0,1,"An eight-year-old city boy Shuvo is restricted from mixing with others. He goes to spend the summer holiday in the village with his grandmother and enjoys freedom for the first time. Here, Shuvo meets Moinna whom everybody believes is a ""bee fated"" boy that gets attacked by the bees wherever he goes. Bitten by honey bees, recently Moinna has been captivated at home under the strict surveillance of his mother. Feeling claustrophobic, Moinna conspires with his younger brother Anaira to get out of home exploiting Shuvo. Wandering around the village with Moinna, Shuvo starts discovering a new world but suddenly Moinna is found missing.",https://image.tmdb.org/t/p/w500/l2C23kj92Wcq57cpAaVDaiIN5pm.jpg,https://image.tmdb.org/t/p/w500/tzddIzMgudpGQmD3mPkcOBgf5yf.jpg,bn,18
48650,Room in Rome,Habitación en Roma,2010-05-07,26.5246,6.404,768,"A hotel room in the center of Rome serves as the setting for Alba and Natasha, two sexy and recently acquainted women, to have a physical adventure that touches their very souls.",https://image.tmdb.org/t/p/w500/gx2ENSap1D4nbjcz7cLLAs4S3fy.jpg,https://image.tmdb.org/t/p/w500/30TgnSvXiL7NQoQ5WWwHqw0FRhA.jpg,es,"18, 10749"
411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005-12-07,27.0084,7.133,10907,"Siblings Lucy, Edmund, Susan and Peter step through a magical wardrobe and find the land of Narnia. There, they discover a charming, once peaceful kingdom that has been plunged into eternal winter by the evil White Witch, Jadis. Aided by the wise and magnificent lion, Aslan, the children lead Narnia into a spectacular, climactic battle to be free of the Witch's glacial powers forever.",https://image.tmdb.org/t/p/w500/iREd0rNCjYdf5Ar0vfaW32yrkm.jpg,https://image.tmdb.org/t/p/w500/AuV99eQivVWuk2AOSM6hYh9QRPQ.jpg,en,"12, 10751, 14"
1388366,Popeye the Slayer Man,Popeye the Slayer Man,2025-03-21,26.5365,5.967,92,"A curious group of friends sneak into an abandoned spinach canning factory to film a documentary on the legend of the ""Sailor Man,"" who is said to haunt the factory and local docks.",https://image.tmdb.org/t/p/w500/nVwu3mN7hr1yF467pGct3yQFM41.jpg,https://image.tmdb.org/t/p/w500/xkjWiRQtrenqGRWO2Enry2JIl4d.jpg,en,27
1118031,Apocalypse Z: The Beginning of the End,Apocalipsis Z: el principio del fin,2024-10-04,28.5519,6.717,1053,"When a kind of rabies that transforms people into aggressive creatures spreads across the planet, Manel isolates himself at home with his cat, relying on his wits to survive; but soon they must go out in search of food, by land and by sea, dodging many dangers.",https://image.tmdb.org/t/p/w500/wIGJnIFQlESkC2rLpfA8EDHqk4g.jpg,https://image.tmdb.org/t/p/w500/lTYGtgDRygku7iiFLWyiEc4wLzz.jpg,es,"18, 28, 27"
1321326,The Haunted Apartment “Miss K”,Panggonan Wingit 2 “Miss K”,2024-12-25,28.0866,7.6,5,"Apartment 610 holds a dark and terrifying secret: anyone who enters it will die within four days. Can Alma and her sister, Mia, escape the curse?",https://image.tmdb.org/t/p/w500/uLJFPFIezEQsUWN4WpbNaofysj1.jpg,https://image.tmdb.org/t/p/w500/zmaytJXQgaoDZcFH2Z0EqRhuTS3.jpg,id,"27, 53, 9648"
458156,John Wick: Chapter 3 - Parabellum,John Wick: Chapter 3 - Parabellum,2019-05-15,26.4249,7.443,10946,"Super-assassin John Wick returns with a $14 million price tag on his head and an army of bounty-hunting killers on his trail. After killing a member of the shadowy international assassin’s guild, the High Table, John Wick is excommunicado, but the world’s most ruthless hit men and women await his every turn.",https://image.tmdb.org/t/p/w500/ziEuG1essDuWuC5lpWUaw1uXY2O.jpg,https://image.tmdb.org/t/p/w500/vVpEOvdxVBP2aV166j5Xlvb5Cdc.jpg,en,"28, 53, 80"
155,The Dark Knight,The Dark Knight,2008-07-16,27.4199,8.52,33804,"Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker.",https://image.tmdb.org/t/p/w500/qJ2tW6WMUDux911r6m7haRef0WH.jpg,https://image.tmdb.org/t/p/w500/oOv2oUXcAaNXakRqUPxYq5lJURz.jpg,en,"18, 28, 80, 53"
573435,Bad Boys: Ride or Die,Bad Boys: Ride or Die,2024-06-05,27.6894,7.383,2872,"After their late former Captain is framed, Lowrey and Burnett try to clear his name, only to end up on the run themselves.",https://image.tmdb.org/t/p/w500/oGythE98MYleE6mZlGs5oBGkux1.jpg,https://image.tmdb.org/t/p/w500/3q01ACG0MWm0DekhvkPFCXyPZSu.jpg,en,"28, 35, 80, 53, 12"
1011985,Kung Fu Panda 4,Kung Fu Panda 4,2024-03-02,29.1783,7.07,3061,"Po is gearing up to become the spiritual leader of his Valley of Peace, but also needs someone to take his place as Dragon Warrior. As such, he will train a new kung fu practitioner for the spot and will encounter a villain called the Chameleon who conjures villains from the past.",https://image.tmdb.org/t/p/w500/nqXsAaQsKw2gKpkfhIgjXNDRqg7.jpg,https://image.tmdb.org/t/p/w500/kYgQzzjNis5jJalYtIHgrom0gOx.jpg,en,"16, 10751, 28, 35, 12, 14"
337401,Mulan,Mulan,2020-09-04,25.5802,6.866,6771,"When the Emperor of China issues a decree that one man per family must serve in the Imperial Chinese Army to defend the country from Huns, Hua Mulan, the eldest daughter of an honored warrior, steps in to take the place of her ailing father. She is spirited, determined and quick on her feet. Disguised as a man by the name of Hua Jun, she is tested every step of the way and must harness her innermost strength and embrace her true potential.",https://image.tmdb.org/t/p/w500/aKx1ARwG55zZ0GpRvU2WrGrCG9o.jpg,https://image.tmdb.org/t/p/w500/zMrk2G3XsnfYKiIp1NEfdtvDyBH.jpg,en,"12, 14, 28, 10751"
383498,Deadpool 2,Deadpool 2,2018-05-15,25.7694,7.49,18349,Wisecracking mercenary Deadpool battles the evil and powerful Cable and other bad guys to save a boy's life.,https://image.tmdb.org/t/p/w500/to0spRl1CMDvyUbOnbb4fTk3VAd.jpg,https://image.tmdb.org/t/p/w500/3P52oz9HPQWxcwHOwxtyrVV1LKi.jpg,en,"28, 35, 12"
1261050,The Quiet Ones,De lydløse,2024-10-31,25.2501,5.83,44,"In 2008, a group of men from Denmark and across Europe pull off the biggest heist of all time on Danish soil. Kasper, a boxer with few chances left in life, is offered the opportunity to plan the robbery by its foreign initiators.",https://image.tmdb.org/t/p/w500/7NLY1jNwtZX1yVzwVoBeAhaBE8i.jpg,https://image.tmdb.org/t/p/w500/9OO6I25MHhCDd0XwNk4oZl0fpwB.jpg,da,"28, 18"
330980,Box Room,Box Room,2014-03-08,33.9985,5.3,9,"Jerry is a strange and solitary boy who lives with his young neglectful mother in a run down apartment. He spends his weekends hidden away in his bedroom making model figurines and watching TV alone. While investigating a damp stain on his bedroom wall, Jerry peels off some wallpaper, revealing a seductive alien orifice growing behind the plaster. After spending an ever increasing amount of time in his bedroom exploring and inspecting the alien creature, Jerry embarks on his first sexual experience. After numerous encounters between Jerry and the creature, it becomes pregnant. Filled with panic and guilt, Jerry attempts to abort the alien creature, leading to a horrific outcome which neither himself nor his mother will ever forget.",https://image.tmdb.org/t/p/w500/nQK0m0n6yVlL3oLkUt5ZI1w6fnG.jpg,,en,"878, 18, 27"
1249289,Alarum,Alarum,2025-01-16,25.2256,5.748,268,"Two married spies caught in the crosshairs of an international intelligence network will stop at nothing to obtain a critical asset. Joe and Lara are agents living off the grid whose quiet retreat at a winter resort is blown to shreds when members of the old guard suspect the two may have joined an elite team of rogue spies, known as Alarum.",https://image.tmdb.org/t/p/w500/v313aUGmMNj6yNveaiQXysBmjVS.jpg,https://image.tmdb.org/t/p/w500/qSOMdbZ6AOdHR999HWwVAh6ALFI.jpg,en,"28, 80, 53"
36557,Casino Royale,Casino Royale,2006-11-14,26.2786,7.558,10952,"Le Chiffre, a banker to the world's terrorists, is scheduled to participate in a high-stakes poker game in Montenegro, where he intends to use his winnings to establish his financial grip on the terrorist market. M sends Bond—on his maiden mission as a 00 Agent—to attend this game and prevent Le Chiffre from winning. With the help of Vesper Lynd and Felix Leiter, Bond enters the most important poker game in his already dangerous career.",https://image.tmdb.org/t/p/w500/lMrxYKKhd4lqRzwUHAy5gcx9PSO.jpg,https://image.tmdb.org/t/p/w500/klJMCIblHLFwCuGjKz7tyOpekIC.jpg,en,"12, 28, 53"
634649,Spider-Man: No Way Home,Spider-Man: No Way Home,2021-12-15,24.6091,7.9,20730,"Peter Parker is unmasked and no longer able to separate his normal life from the high-stakes of being a super-hero. When he asks for help from Doctor Strange the stakes become even more dangerous, forcing him to discover what it truly means to be Spider-Man.",https://image.tmdb.org/t/p/w500/1g0dhYtq4irTY1GPXvft6k4YLjm.jpg,https://image.tmdb.org/t/p/w500/zD5v1E4joAzFvmAEytt7fM3ivyT.jpg,en,"28, 12, 878"
402431,Wicked,Wicked,2024-11-20,27.7445,6.939,2101,"In the land of Oz, ostracized and misunderstood green-skinned Elphaba is forced to share a room with the popular aristocrat Glinda at Shiz University, and the two's unlikely friendship is tested as they begin to fulfill their respective destinies as Glinda the Good and the Wicked Witch of the West.",https://image.tmdb.org/t/p/w500/xDGbZ0JJ3mYaGKy4Nzd9Kph6M9L.jpg,https://image.tmdb.org/t/p/w500/jTOeWjamUKGxWVUO1TMZXqQUarw.jpg,en,"18, 10749, 14"
